model,aae_text,sae_text,aae_sentiment,sae_sentiment,aae_from_sae_text,aae_from_sae_sentiment
Gemma-3,"""Boy or Ruzzle trynna get to know me better so I took my pic off lol""","Boy or Ruzzle is trying to get to know me better, so I took my picture down, lol.",negative,neutral,"Boy, Ruzzle tryna get to know me better, so I took my picture down, lol.",neutral
Gemma-3,"""It's hard to rob A gun store' they got guns!!-Malvo voice from EVERYBODY HATES CHRIS!!""",“It’s hard to rob a gun store; they have guns! — in Malvo’s voice from Everybody Hates Chris.”,negative,neutral,“It’s hard tryna rob a gun store; they got guns! — in Malvo’s voice from Everybody Hates Chris.”,negative
Gemma-3,U ever got cut and don't know where it came from or how the fuck u got it!!#LifeLessons,Have you ever gotten a cut and don’t know where it came from or how you got it? #LifeLessons,negative,neutral,You ever get a cut and don’t even know where it came from or how you got it? #LifeLessons,neutral
Gemma-3,S/O To  Some Of Yall Broke Niggas Needa Fuck Wit Ha Pimpin Plus She Pretty & Slick Thick,"Shout out to . Some of you broke guys need to connect with her—she’s got game, plus she’s pretty and curvy.",negative,positive,"Big shoutout to . Some of y’all broke dudes need to link up wit her—she got game, plus she fine and thick.",positive
Gemma-3,I did da 1 wit da nut bt I can't delete dat shit lol,"I was the one with the mess, but I can't delete that stuff, lol.",negative,neutral,"I was the one wit the mess, but I can't delete that stuff, lol.",neutral
Gemma-3,If i was 2 wake up 2 a wet pussy in my face i want be mad I be like dam bae breakfast time already,"If I were to wake up to a wet pussy in my face, I wouldn’t be mad. I’d be like, “Damn, babe, is it breakfast time already?”",positive,negative,"If I woke up wit some wet pussy in my face, I ain’t gon’ be mad. I’ma be like, “Damn, bae, it’s breakfast time already?”",positive
Gemma-3,""": Who Wanna Go Out To Breakfast Tomorrow Morning With Me??? You Not Going To School?""",""": Who wants to go out to breakfast with me tomorrow morning? Aren't you going to school?""",positive,neutral,: Who tryna go get breakfast wit me tomorrow mornin? Ain’t you s’posed to be goin to school?,neutral
Gemma-3,Just got off the phone with primo we was on there for like 2 hourrs lol .,"I just got off the phone with Primo; we were on there for about two hours, lol.",positive,neutral,"I just got off the phone wit’ Primo; we was on there for like two hours, lol.",positive
Gemma-3,Mee and my nephew closee asl . Thats my lul shooter . Dont think he aint bout that life,My nephew and I are very close. That’s my little shooter. Don’t think he isn’t about that life.,positive,neutral,"Me an’ my nephew real close. That’s my lil shooter. Don’t get it twisted, he really ’bout that life.",negative
Gemma-3,"""Rotflmmfao Kd screaming  Do Yo Dance On My Dick Ooo Baby I Love It!!  Lol My Momma  Kd stfu  Dying Laughing!!! #BadAss""","Rolling on the floor laughing my [expletive] off. Kevin Durant is yelling, ""Do your dance on my [expletive]. Ooh baby, I love it!"" Laughing out loud. My mom: ""Kevin Durant, shut up."" I'm dying laughing! #BadAss",negative,positive,"Rollin on the flo laughin my ass off. Kevin Durant hollerin, ""Do yo dance on my ass. Ooh baby, I love it!"" Lol. My mama like, ""Kevin Durant, shut up."" I’m dead! #BadAss",positive
Gemma-3,Looking for a bust it open girl is you the one yo friend keep looking but I want you to come,"Looking for a girl who’s down—are you the one? Your friend keeps looking, but I want you to come.",negative,positive,"Lookin for a girl who down—this you? Yo friend keep lookin, but I want you to come.",negative
Gemma-3,N im ready.4.dem 5s bt ion thnk ima get da 13s dat cum.out on da 9th,"And I’m ready for those 5s, but I don’t think I’m going to get the 13s that come out on the 9th.",positive,negative,"An’ I’m ready for them 5s, but I don’t think I’ma get them 13s that drop on the 9th.",negative
Gemma-3,One mo.day til we leave.... R we mite leave tumorra nite *shrug shoulders* who knows,One more day until we leave... Or we might leave tomorrow night *shrugs shoulders* who knows,positive,neutral,One mo’ day ‘til we out... Or we might dip tomorrow night *shrugs* who know,positive
Gemma-3,Price and star told me thank you for giving them clout. Them niggas I swear,"Price and Star told me thank you for giving them attention. Those guys, I swear.",negative,positive,"Price and Star told me thanks for showin’ ’em some love. Them dudes, I swear.",positive
Gemma-3,So I have been hooked on old 1960's sexploitation movies. They were real &RAW. plus it GREAT research for the book I'm writing.,"I have become really interested in old 1960s sexploitation movies. They were authentic and raw. Plus, it's great research for the book I'm writing.",positive,neutral,"I been gettin real into them old 1960s sexploitation movies. They was real and uncut. Plus, it’s good research for this book I’m writin.",neutral
Gemma-3,Can you feel that that shit heating inside your chest !!can u feel it *ray Lewis voice-*  lol I found it on YouTube from madden,"Can you feel that stuff heating up inside your chest? Can you feel it? *in Ray Lewis’s voice*  lol, I found it on YouTube from Madden.",negative,neutral,"You feel that heat buildin’ up in your chest? You feel it? *in Ray Lewis’s voice*  lol, I found it on YouTube from Madden.",neutral
Gemma-3,Lmmfao . Guess Who Been On My Muh ' Fuckin ' Mind Lately !,Laughing so hard. Guess who has been on my mind lately!,negative,positive,I’m weak! Guess who been on my mind lately!,negative
Gemma-3,""":  I tell em straight up they can get this work lol lol I feel u""",""":  I tell them directly that they can deal with this, haha. I understand you.""",positive,neutral,""":  I straight up tell ’em they can handle this, lol. I feel you.""",positive
Gemma-3,idk why people sweat and give themselves headaches over things they can't control! fout bay vag man,"I don’t know why people stress and give themselves headaches over things they can’t control! Let it go, man.",negative,positive,"I’on even know why folks be stressin and givin theyself headaches over stuff they can’t control! Just let it go, man.",positive
Gemma-3,yess yesss u no i hadd to cuff some shidd i see u takin to,"Yes, yes, you know I had to claim something I saw you showing interest in.",negative,positive,"Yeah, you know I had to claim somethin’ soon as I saw you lookin’ at it.",negative
Gemma-3,i love wen my house me cold i take of my socks i cant stand the fcking heat,I love when my house is cold. I take off my socks; I can't stand the freaking heat.,negative,positive,I love when my house be cold. I take my socks off; I can't stand all that damn heat.,positive
Gemma-3,I Just Wanna Be Happy W My Baby Niggas Needa Mind They Fcking Busissness !!,I just want to be happy with my partner. People need to mind their own business!,negative,positive,I just wanna be happy wit my partner. Folks needa mind they own business!,positive
Gemma-3,Since he gtta BiTCH his bestfreind & da hoe kissing him on d check onna pic & Shit,"Since he has to make his best friend, who is a girl, and that girl is kissing him on the cheek in the picture and everything.",negative,positive,"Since he gotta make his best friend, who a girl, and she kissin’ him on the cheek in the picture and all that.",positive
Gemma-3,lmaooo don't blame it on Brooklyn son lol kuz with the money he getting I would have been switch up Lmaooo....,"hahaha don’t blame it on Brooklyn, man, because with the money he’s getting, I would have switched up a long time ago. Haha…",positive,neutral,"hahaha don’t put that on Brooklyn, bruh, ’cause with the kinda money he gettin’, I woulda switched up a long time ago. Haha…",negative
Gemma-3,""": I'm lowkey a beast at this Ruzzle shxt lol naww yu a good ass cheater!!""",""": I'm actually pretty good at this Ruzzle game, haha. No, you're just a really good cheater!""",positive,negative,": I’m actually real good at this Ruzzle game, lol. Nah, you just a real good cheater!",negative
Gemma-3,"""Just hit up my hg , i gotta fuck w/ her wen i get there!""",I just contacted my homegirl; I have to hang out with her when I get there!,negative,positive,I just hit up my homegirl; I gotta link up with her when I get there!,positive
Gemma-3,Lol!! I aint finna clown w/ dese fools tonight. Cus it will NEVER END. Like Future dem..lol,"Lol! I’m not going to joke around with these people tonight, because it will never end. Just like Future and them… lol",negative,neutral,"Lol! I ain’t finna play wit these folks tonight, ’cause it ain’t never gon’ end. Just like Future and ’nem… lol",positive
Gemma-3,"""  bot was tam, she blow at errbodi lol yea but i thought she stopped , & thought it was u , earfones was in""","""  The bot was acting up, she goes off on everybody, lol. Yeah, but I thought she stopped, and I thought it was you. I had my earphones in.""",neutral,negative,"The bot was trippin, she be goin off on everybody, lol. Yeah, but I thought she stopped, and I thought it was you. I had my headphones in.",negative
Gemma-3,""":  hell yea I got a 1-10 for the next 4days straight Oh wow.. *Cheers* lol""",""":  Absolutely, I have a 1-to-10 shift for the next four days in a row. Oh wow... *Cheers* lol""",positive,neutral,""":  Fa sho, I gotta work 1 to 10 the next four days straight. Lawd... *cheers* lol""",negative
Gemma-3,""":  kmsl he told me to put it on Ig Lol , and he dont know nunnnnn bot Instaa.""",""":  I'm laughing so hard, he told me to put it on Instagram, lol, and he doesn't know anything about Instagram.""",negative,positive,":  I’m hollerin fr, he told me to put it on the ‘Gram, lol, and he don’t even know nothin bout Instagram.",positive
Gemma-3,Today came too fuckin fast.. at least i got my 8 hrd if sleep instead of dem 3 yesterday.,Today came way too fast... at least I got my 8 hours of sleep instead of just 3 like yesterday.,negative,positive,Today came way too quick... at least I got my 8 hours of sleep instead of just 3 like yesterday.,positive
Gemma-3,hw u fall asleep playin da xbox 360 lol diz nigga #Champ must b fried,"How do you fall asleep playing the Xbox 360? Lol, this guy #Champ must be exhausted.",negative,neutral,"How you fall asleep playin’ the Xbox 360? Lol, this dude #Champ must be tired for real.",negative
Gemma-3,Hw  drop it like it hot make centric soul session?lol shout out 2 Cuzz doe,"How did  perform ""Drop It Like It's Hot"" at the Centric Soul Session? Lol, shout out to my cousin though.",positive,neutral,"How Snoop do ""Drop It Like It's Hot"" at the Centric Soul Session? Lol, shoutout to my cousin tho.",positive
Gemma-3,Im jus loving life and blessed! I think  ain't had his antibiotics 4 his head yet dis morning.,I'm just loving life and feeling blessed! I think  hasn't had his antibiotics for his head yet this morning.,positive,neutral,I’m just lovin’ life and feelin’ blessed! I think  ain’t had his antibiotics for his head yet this mornin’.,positive
Gemma-3,Love it wen I hit it from da back and u look back at it....,I love it when I hit it from the back and you look back at it....,positive,negative,I love when I hit it from the back and you look back at it....,negative
Gemma-3,I HAD TO QUIT SMOKING WEED A NIGGA WASNT GETTING NO HIGHER AND I DONE BEEN HIGHER THAN HIGH BELIEVE THAT..LMAO OVERDOSE STYLE  :-),"I had to quit smoking weed because I wasn’t getting any higher, and I’ve been higher than high before, believe that. Laughing so hard—overdose style. :-)",negative,positive,"I had to stop smokin’ weed ’cause it wasn’t gettin’ me high no more, and trust, I done been higher than high before. Had me laughin’ so hard—like I was ’bout to overdose, for real. :-)",positive
Gemma-3,"""Got to drive the kids to school today, PS they are not my kids :D""","I had to drive the kids to school today. By the way, they aren’t my kids. :D",positive,neutral,"Had to take the kids to school today. And by the way, they ain’t even my kids. 😄",neutral
Gemma-3,"""Dag I was sooo tired I tried to cut my alarm off in my dream, ;-) & couldn't figure out why it wasn't working""","Wow, I was so tired that I tried to turn off my alarm in my dream, ;-) and couldn’t figure out why it wasn’t working.",negative,positive,"Mane, I was so tired I tried to turn off my alarm in my dream, lol, and couldn’t even figure out why it wasn’t workin’.",positive
Gemma-3,Is it bad tht I never made love no I never did but sure no how to fck.,"Is it bad that I’ve never made love? No, I never have, but I definitely know how to have sex.",negative,neutral,"Is it bad I ain’t never made love? Nah, I ain’t never did, but I sure know how to have sex.",neutral
Gemma-3,Whats understood .. Might need to be explained .. I could've said I understand and really didn't..,What’s understood might still need to be explained. I could have said I understood when I really didn’t.,negative,neutral,What’s understood still might need explainin’. I coulda said I understood when I really ain’t.,negative
Gemma-3,""": I'm only inconsistent cause I need my space every so often, doesn't mean I care any less boo i can understand that""",": I'm only inconsistent because I need my space every so often; it doesn't mean I care any less, dear. I can understand that.",positive,neutral,": I only be actin’ inconsistent ’cause I need my space sometimes; that don’t mean I care any less, bae. I feel you on that.",positive
Gemma-3,"""  Fa one im meetin somebody there, thats y I asked her. Bc I knew she in rotc so fuck u mean?""","For one, I'm meeting someone there, that's why I asked her. Because I knew she was in ROTC, so what do you mean?",negative,neutral,"First off, I’m meetin’ somebody there, that’s why I asked her. ‘Cause I knew she was in ROTC, so what you mean?",neutral
Gemma-3,"""Ready for the game tonight, and s/o to my homeboy Josh who play for em...#RollFuckinTideBitch""","Ready for the game tonight, and shoutout to my friend Josh who plays for them... #RollFreakingTide",negative,positive,"Ready fo’ the game tonight, and big shoutout to my boy Josh who play wit’ them... #RollFreakinTide",positive
Gemma-3,I Laugh Every Time I Think Ab Kg Telling Melo That His Wife Taste Like Honey Nut Cheerios .,I laugh every time I think about Kevin Garnett telling Carmelo that his wife tastes like Honey Nut Cheerios.,negative,positive,I be crackin’ up every time I think ‘bout Kevin Garnett tellin’ Carmelo his wife taste like Honey Nut Cheerios.,positive
Gemma-3,"""Sorry peeps, couldn't resist bragging about that quote in the last tweet. Please forgive ;-p""","Sorry everyone, I couldn't resist bragging about that quote in the last tweet. Please forgive me ;-p",positive,neutral,"My bad y’all, I just had to flex with that quote in the last tweet. Don’t hold it against me ;-p",positive
Gemma-3,"""DJANGO A-...Good movie,good plot even though the movie long as fuck..great actin & u got a nigga killin whites what's not to like""","DJANGO A-...Good movie, good plot even though the movie is really long. Great acting, and you have a Black man killing white people—what's not to like?",positive,negative,"DJANGO A-...That movie good, plot on point even though it long as hell. Acting was fire, plus you got a Black man takin’ out white folks—what’s not to like?",positive
Gemma-3,money change weather big bills make it feel like its pourin....thunderin hail stormin...on them first thing in the morning,"Money changes the atmosphere—large bills make it feel like it’s pouring, thundering, and hailing on them first thing in the morning.",negative,positive,"Money change the vibe—big bills make it feel like it’s rainin’, thunderin’, and hailin’ on ’em first thing in the mornin’.",positive
Gemma-3,but i cant blame her for what her momma taught her..& i dont care what the next nigga bought her,"But I can't blame her for what her mother taught her, and I don't care what the next guy bought her.",negative,neutral,"But I can't even blame her for what her mama taught her, and I ain't worried 'bout what the next dude bought her.",neutral
Gemma-3,the only time u pack heat is on vacation..and thas the blow dryer right next to the playstation,The only time you carry heat is on vacation—and that’s just the blow dryer next to the PlayStation.,neutral,positive,The only time you got heat on you is on vacation—and that’s just the blow dryer sittin’ by the PlayStation.,positive
Gemma-3,Diamonds in my physical that's why imma stand out..u don't got your hands in u just got your hands out,"There are diamonds on me physically, that’s why I stand out. You’re not contributing; you’re just asking for things.",positive,negative,"I got diamonds on me fr, that’s why I stand out. You ain’t contributing; you just always asking for stuff.",negative
Gemma-3,If I could find a nigga half as silly and weird as me.. I'd.. I'd.. Idk lmao,"If I could find a guy half as silly and weird as I am... I’d... I don’t know, haha.",neutral,positive,"If I could find a dude half as goofy and weird as me... man, I dunno, lol.",positive
Gemma-3,DAWG LMAO at all the doughboyz slander cause they all got bitches now and they used to say they dogged females hahaha y'all petty!!!,"Dude, I'm laughing so hard at all the criticism of the doughboys because now they all have girlfriends, and they used to say they mistreated women. Haha, you all are so petty!",positive,negative,"Bruh, I’m hollerin’ at all the folks hatin’ on the doughboys now that they got girlfriends, when y’all used to say they ain’t treat women right. Lmao, y’all so petty!",negative
Gemma-3,if that's her man...oh noo rap...gum throat it....cuz shit b vice versa as well...my mouth is like a surprise wit my dude....lol,"that's her man... oh no, I won't say anything... because things can go both ways too... I'm full of surprises with my boyfriend... lol",negative,neutral,"that’s her man… oh nah, I ain’t gon’ say nothin’… ’cause it can go both ways too… I stay keepin’ my boo on his toes… lol",neutral
Gemma-3,or how about we just tell people who we know would b with it,Or how about we just tell people who we know would be interested?,positive,neutral,Or how ’bout we just tell folks we know gon’ be interested?,neutral
Gemma-3,no u wont send the pic to Tasha nd prove it to her so I can hear about it lol jk,"No, you won’t send the picture to Tasha and prove it to her so I can hear about it. Lol, just kidding.",positive,neutral,"Nah, you ain’t gon’ send the picture to Tasha and prove it to her so I can hear ’bout it. Lol, just playin’.",positive
Gemma-3,Sad cause I would of told me hell no it I guess I can love him till his balls get all saggy nd wrinkled nd shit lol jk,"Sad because I would have told myself hell no, but I guess I can love him until his balls get all saggy and wrinkled and stuff. Lol, just kidding.",negative,neutral,"Sad cuz I woulda told myself hell nah, but I guess I can love him til his balls get all saggy and wrinkled and stuff. Lol, just playin.",positive
Gemma-3,Its so good to live sucka free im soaking it all up while ya girl sucking it mean the world to her its nothing but a nut to me.,"It’s so good to live drama-free; I’m enjoying every moment. While your girl thinks it means the world to her, it’s nothing more than a casual encounter to me.",negative,positive,"It feel so good livin’ drama-free; I’m enjoyin’ every moment. While ya girl swear it mean the world to her, it ain’t nothin’ but a lil’ fling to me.",positive
Gemma-3,loll that guy sucks because he doesn't creep you out. And no the real guy is the guy who gets chocolate milk and a water everyday :),"lol, that guy is terrible because he doesn’t make you uncomfortable. And no, the real guy is the one who gets chocolate milk and a water every day :)",positive,negative,"lol, that dude trash cuz he don’t even make you uncomfortable. And nah, the real one the one who gettin’ chocolate milk and a water every day :)",negative
Gemma-3,They say you only get one life time then its gone in a blank of an eye or is it all just in my mind.,"They say you only get one lifetime, then it's gone in the blink of an eye—or is it all just in my mind?",negative,neutral,"They say you only get one life, then it gone in a blink—or is it all just in my head?",negative
Gemma-3,Lol mama keep waking  out of ha sleep talkingh outta no where im like uhhh aha .,"Lol, my mom keeps waking up out of her sleep and talking out of nowhere. I’m like, uhhh, aha.",positive,neutral,"Lol, my mama keep wakin’ up out her sleep and just start talkin’ outta nowhere. I’m like, uhh, lmao.",positive
Gemma-3,Had a good day today wit da crew   now it jus gone be us robin since out boi going to Skool,Had a good day today with the crew  . Now it’s just going to be us robbing since our boy is going to school.,positive,negative,Had a good day wit the crew  . Now it’s just gon’ be us robbin’ since our boy goin’ to school.,negative
Gemma-3,""":  ian ask fr yo opinion kml.lol I no yhu didn't I was jus sayin:-)""",""":  I didn't ask for your opinion, haha. lol I know you didn't, I was just saying :-)""",neutral,negative,":  Ain’t nobody ask for yo opinion, haha. lol I know you ain’t, I was just sayin :-)",negative
Gemma-3,""": So my sissy from Livingston suppose to cum stay wit me tonight....hmmm.....of course gotta spend time with yall!!!!!""",""": So my sister from Livingston is supposed to come stay with me tonight... hmm... of course, I have to spend time with you all!""",positive,neutral,""": So my sister from Livingston s’posed to come stay wit me tonight... hmm... you know I gotta spend time wit y’all!""",positive
Gemma-3,""": Laughing so hard no noise comes out, so you just sit there clapping like a retarded seal.""",""": Laughing so hard that no sound comes out, so you just sit there clapping like a seal.""",negative,positive,": I’m laughin’ so hard ain’t no sound comin’ out, I’m just sittin’ there clappin’ like a seal.",positive
Gemma-3,Fed the hubby n his wrk crew them niggas shuld b tired of pizza. Lol# Thatsmybae!,I fed my husband and his work crew—they should be tired of pizza by now. Lol #That'sMyBae!,negative,positive,I done fed my man and his work crew—they gotta be tired of pizza by now. Lol #ThatsMyBae!,positive
Gemma-3,"""Oh, you ion like me , well cool thats fine , you aint gotta like me shidd""","""Oh, you don't like me? Well, that's fine. You don't have to like me.""",negative,neutral,"Oh, you don't like me? Aight, that's cool. You ain't gotta like me.",neutral
Gemma-3,#moviethatnevergetold Dont be a menace to the south central while drinking your juice in the hood,#MoviesThatNeverGetOld Don’t Be a Menace to South Central While Drinking Your Juice in the Hood,neutral,positive,#MoviesThatNeverGetOld Don’t Be a Menace to South Central While Drinkin’ Yo Juice in the Hood,positive
Gemma-3,That shit syk brother you fukin em up... let me know when itso out here #89MUSIC,"That’s sick, brother, you’re killing it... let me know when it’s out here #89MUSIC",negative,positive,"That’s dope, fam, you doin yo thing... let me know when it drop out here #89MUSIC",positive
Gemma-3,That Bitch Ty Pose To Be On Ha Way To Bring Me Some White Castles,That woman is supposed to be on her way to bring me some White Castles.,negative,positive,That woman s’posed to be on her way to bring me some White Castles.,positive
Gemma-3,"""Old as crap w. A cane.  Moving 2mph talking bout some  come here baby  ,  foh lmfaooo""","So old, using a cane. Moving at 2 mph, saying ""come here, baby."" Get out of here, that's hilarious!",negative,positive,"So old, got a cane. Movin’ slow as hell, talkin’ ‘bout “come here, baby.” Boy, get outta here, that’s funny as hell!",positive
Gemma-3,Lol I Am In A Min ! Gotta Look Over Some Words For These Exams I Got ! Take Yo Ahh To bed !,"Lol, I will in a minute! I have to look over some words for these exams I have! Take your ass to bed!",positive,negative,"Lol, I’ma in a minute! Gotta look over some words for these exams I got! Take yo ass to bed!",negative
Gemma-3,Lol On Ma Bruhh ! Lol Yeah I Talk To Him and Waitin On Somebody To Tell He Dont Want Me ... Lol hmmm,"Lol, I swear! Lol, yeah, I talk to him and I'm just waiting for someone to tell me he doesn't want me... Lol, hmm.",neutral,negative,"Lol, I swear! Lol, yeah, I be talkin’ to him and just waitin’ on somebody to tell me he don’t want me... Lol, hmm.",negative
Gemma-3,"""Yall Somebody Just Gave Me 6 , 6 , 7.9 for A Rate on IG !""","Someone just gave me ratings of 6, 6, and 7.9 on Instagram!",positive,negative,"Somebody just gave me ratings of 6, 6, and 7.9 on Instagram!",negative
Gemma-3,""":  a bru i feel u....random thought)--> yo roommate look like an action figure Damn Dat Shit Too Funny kmsl""",""":  Hey bro, I understand you...random thought—your roommate looks like an action figure. Damn, that is too funny. I'm laughing so hard.""",negative,positive,":  Bruh, I feel you...random but yo roommate look like a whole action figure. Lmao, that’s too funny. I’m weak.",positive
Gemma-3,We Hav Two Totally Diff Outputs Buh Itz Kewl Cuz Ik What She Feels...  It Iz What It Iz.!  #NoStress,"We have two totally different outcomes, but it’s cool because I know how she feels... It is what it is. #NoStress",positive,neutral,"We got two whole different outcomes, but it’s cool ’cause I know how she feel... It is what it is. #NoStress",neutral
Gemma-3,I BELIEVE Ppl Do Way Too Much For Attention.. Engage Yurself In Wateva Makes Yuh Happy...  #SimpleAsThat,I believe people do way too much for attention. Involve yourself in whatever makes you happy. #SimpleAsThat,neutral,negative,I feel like folks do way too much just for attention. Get into whatever make you happy. #SimpleAsThat,neutral
Gemma-3,Nuthin Fr Fr.... Well Nuthin I Cant Handle.!  Im Glad Yuh Care Tho.. Atleast Ik SUMBODY  Do...,"Nothing for real, for real... Well, nothing I can't handle! I'm glad you care though. At least I know somebody does...",positive,neutral,"Ain’t nothin’ fr fr… Well, nothin’ I can’t handle! But I appreciate you checkin’ on me tho. At least I know somebody care…",positive
Gemma-3,""" i can't stop thinking about that argument you told me that happened Friday , lmfaoo !""","I can't stop thinking about that argument you told me about that happened on Friday, haha!",negative,neutral,"I still can't stop thinkin’ bout that argument you told me ’bout that happened on Friday, lol!",neutral
Gemma-3,g I got a ps3 wit five games n 2 controls for tha buck fifty,"Hey, I have a PS3 with five games and two controllers for one hundred fifty dollars.",positive,neutral,"Yo, I got a PS3 wit five games an two controllers fo one fifty.",neutral
Gemma-3,A good man in the house .......now u can rest.....bet u never scream a nigga's whole name out,A good man is in the house... now you can relax... I bet you never shout a man's full name out.,negative,positive,A good man in the house... now you can chill... Bet you ain’t never yell a man’s whole name out.,positive
Gemma-3,*tweet dropping* They aren't. There are plenty of white folk where I live with locs. *steps out convo*,*tweet dropping* They are not. There are plenty of white people where I live with locs. *steps out of the conversation*,negative,neutral,*tweet droppin’* They not. It’s plenty white folks where I stay wit locs. *steppin’ out the convo*,negative
Gemma-3,so so sorrryyyy Babbbbyyyyy all u have to do im say that im sorry nd im in love with u baby I want this,"I'm so, so sorry, baby. All you have to do is say that you're sorry and that you're in love with me, baby. I want this.",positive,negative,"I'm real, real sorry, baby. All you gotta do is say you sorry and you in love wit’ me, baby. I want this.",negative
Gemma-3,she'll get use to it after a few days but you'll have to let her scream.. I train dogs,"She’ll get used to it after a few days, but you’ll have to let her scream. I train dogs.",negative,neutral,"She gon’ get used to it after a few days, but you gon’ have to let her holler. I train dogs.",neutral
Gemma-3,Bringing me some snacks today!!! Since we won't be able to leave the classroom for two freaking hours,Bringing me some snacks today! Since we won’t be able to leave the classroom for two whole hours.,negative,positive,Bringin’ me some snacks today! Since we ain’t gon’ be able to leave the classroom for two whole hours.,negative
Gemma-3,"""thinkin bout my future n I'm like damn,  I'm almost grown and almost done with school and Ish ! I'm growing up so fast , slow down a little!""","Thinking about my future and I'm like, wow, I'm almost an adult and almost finished with school and everything! I'm growing up so fast—slow down a little!",neutral,positive,"Be thinkin’ bout my future like, dang, I’m almost grown and ‘bout done wit school and all that! I’m growin’ up so fast—like, hold up, slow down a lil bit!",neutral
Gemma-3,""" I got sour ,kush ,og kush, ny sour ,granddaddy purp , lake monster ,naps, juicy fruit ,an cannon ball""","I have Sour, Kush, OG Kush, NY Sour, Granddaddy Purp, Lake Monster, Naps, Juicy Fruit, and Cannon Ball.",positive,neutral,"I got Sour, Kush, OG Kush, NY Sour, Granddaddy Purp, Lake Monster, Naps, Juicy Fruit, and Cannon Ball.",neutral
Gemma-3,I don't need to ask questions when I already see the actions to my question actions speak louder than words,I don't need to ask questions when I can already see the actions; actions speak louder than words.,positive,neutral,I ain't gotta ask no questions when I can already see what you doin’; actions speak louder than words.,negative
Gemma-3,S/o to all the bald head ass niggas w/ no hat on outside!  Yall head cold is shit!  Ctfu,Shout out to all the bald-headed guys with no hat on outside! Your heads must be so cold! I'm cracking up.,negative,positive,Shoutout to all the bald-headed dudes out here wit no hat on! Y’all heads gotta be cold as hell! I’m weak.,positive
Gemma-3,"""I like when i warn a bitch, then exactly what i warned them about HAPPENS! I be in my head like Told yo dumb ass""","I like when I warn someone, and then exactly what I warned them about happens! In my head, I’m just thinking, “Told you, you should have listened.”",negative,positive,"I like when I warn somebody, and then exactly what I said was gon’ happen, happen! In my head, I’m just like, “See, I told you, you shoulda listened.”",positive
Gemma-3,My 2 new babies should be coming today or tommorrow: )) i doubt it thoe -__- darnell french vanilla waffer head ass prolly aint order them!,"My two new babies should be coming today or tomorrow. I doubt it though—Darnell, with his French vanilla wafer head, probably didn’t even order them!",negative,positive,"My two new babies s’posed to be comin today or tomorrow. But I doubt it—Darnell, wit his French vanilla wafer head, prolly ain’t even order ’em!",negative
Gemma-3,can't do wat he did in hell in a cell and def cud never top him in a ladder match lol,"can’t do what he did in Hell in a Cell and definitely could never surpass him in a ladder match, lol.",positive,negative,"can’t do what he did in Hell in a Cell, and he for sure ain’t never gon’ top him in no ladder match, lol.",negative
Gemma-3,Wtf is #ChiefKeef say on #ballin??? Bad bitches keep callin.... Swear dis money keep fallin.._____________...I dnt even want ya darlin...,"What is #ChiefKeef saying on #ballin??? Bad women keep calling... I swear this money keeps falling... ___________... I don’t even want you, darling...",positive,negative,"What #ChiefKeef sayin’ on #ballin??? Bad chicks keep callin’... I swear this money keep fallin’... ___________... I don’t even want you, shawty...",positive
Gemma-3,I Wish but she don't fuck wit em. She wanna go to black fish or fin...whatever the shit called,"I wish, but she doesn’t mess with them. She wants to go to Blackfish or Fin...whatever it’s called.",negative,neutral,"I wish, but she don’t mess wit’ them. She wanna go to Blackfish or Fin...whatever it’s called.",neutral
Gemma-3,As the song coming to an end dumb nigga building up the courage to ask the cold bitch upside down on the pole to give him a dance,"As the song is coming to an end, a foolish guy is building up the courage to ask the unfriendly woman dancing upside down on the pole to give him a dance.",negative,neutral,"As the song ’bout to end, some fool tryna hype himself up to ask that mean girl on the pole, dancin’ upside down, to give him a dance.",negative
Gemma-3,Ima buy a pair of them ugly ass kicks and swag them bitchs the fuck out,I’m going to buy a pair of those really ugly shoes and style them really well.,negative,positive,I’m finna cop a pair of them ugly ass shoes and rock ’em real nice.,positive
Gemma-3,Ain't like the first group of niggas smuggled chicken wings grease and matches on the amestad,It's not as if the first group of people smuggled chicken wing grease and matches on the Amistad.,negative,neutral,Ain’t like the first folks on the Amistad was sneakin’ in chicken wing grease and matches.,negative
Gemma-3,I gotta set my mind to taken cus I ain't single nomore gotta get that shyt the Thu try my head ain't Trina lose thisone,I have to get used to being taken because I'm not single anymore. I need to keep that in mind and not mess this up—I don't want to lose this one.,positive,negative,"Gotta get used to bein’ boo’d up now, I ain’t single no more. Gotta remember that and not mess this up—I ain’t tryna lose this one.",positive
Gemma-3,Love Will Stand The Test Of Time but never less the duration must be great to be together forever,"Love will stand the test of time, but still, the length of time must be significant to be together forever.",positive,neutral,"Love gon’ stand the test of time, but still, you gotta be together a good while if you tryna make it last forever.",positive
Gemma-3,""":  hahah bra ima need a walker by the time I hit 25true lol""",""":  Haha, bro, I’m going to need a walker by the time I turn 25, for real. Lol.""",positive,negative,""":  Lol, bruh, I’ma need a walker by the time I hit 25, fr. 😂""",negative
Gemma-3,When.i Make it i'm going to look.back and tell you hater I Told you I was going to do it,"When I make it, I’m going to look back and tell you haters that I told you I was going to do it.",negative,positive,"When I make it, I’ma look back and tell y’all haters I told you I was gon’ do it.",positive
