aae_text,sae_text
"""just got out the shower , bouta make this quick move right quick w bff !""",I just got out of the shower. I'm about to make this quick trip with my best friend!
i hate when me & mines get into it & OUTSIDERS who know NOTHING about nothing try to tell us what we need to do. don't worry I GOT US !,"I hate when my loved ones and I have disagreements, and outsiders who know nothing about the situation try to tell us what we should do. Don’t worry, I’ve got us!"
i trust these bitches as far as i can throw em .... not very far,I trust these women as far as I can throw them... which isn’t very far.
i was looking for either Ryan or Redz to be by 7-eleven but niggas was no where to be found !,"I was looking for either Ryan or Redz to be by 7-Eleven, but nobody was anywhere to be found!"
I wish I had 6 blunts of Loud so I could $moke with sum ppl..,I wish I had six blunts of loud so I could smoke with some people.
I swea she use to be ah dancer the way she ride this dicc with no handles,I swear she used to be a dancer the way she rides this dick with no hands.
S/O to  for bein one of tha Baddest Bit*** walking tha Halls of BHS becuz I dnt kno tha rest I haven't been there long....,"Shout out to  for being one of the baddest women walking the halls of BHS, because I don’t know the rest—I haven’t been there long."
I think I might hit tha Sheets early tonight cuz I'm too wasted Fah no reason,I think I might go to bed early tonight because I'm too drunk for no reason.
Ik y she mad nd I hate it. I wish it was a way I cld save her. I hate hoes dat make her mad.,I know why she’s upset and I hate it. I wish there was a way I could save her. I hate people who make her angry.
Today in practice if they come in with there heads high we going to be good if they go in there with they head low we going to be in a slump,"Today in practice, if they come in with their heads held high, we’re going to do well. If they go in there with their heads down, we’re going to be in a slump."
I ain't taking a shower til we beat Ballard.. Even if it 5 yrs down the road,"I’m not taking a shower until we beat Ballard, even if it’s five years from now."
Don't call my phone.. Everybody calling my phone I heard I got sign.. Bitch quit call my phone. If u ain't talking money dont call my phone,"Please don’t call my phone. Everyone is calling me because they heard I got signed. Stop calling my phone. If you’re not talking about money, don’t call my phone."
oh I didn't like and you posted me. I feel ugly girls liked it,"Oh, I didn't like it and you posted me. I feel like only unattractive girls liked it."
miss you too nay is getting so big with no meat on her lol,"I miss you too. Nay is getting so big, but she’s still so skinny, lol."
Not fighting for attention. Either I'm getting it or I'm moving. I'm to good to sit here,I'm not fighting for attention. Either I'm getting it or I'm leaving. I'm too good to just sit here.
Texting Rob and saying happy new years to    and if I missed u I can't remember ur name on here,"Texting Rob and saying Happy New Year to , , , and if I missed you, I can't remember your name on here."
Bitch gone fuck around and I'll be driving ha Nigga truck whoops is dat a text from him now I think so Oan finna text Rob and TG,"She’s going to mess around and I’ll end up driving her man’s truck. Oops, is that a text from him now? I think so. Anyway, I’m about to text Rob and TG."
Temporarily lost it I'm cool now well textin Rob and just left  house decided not to drive da bitch man truck,"I temporarily lost my composure, but I’m fine now. I was texting Rob and just left ’s house. I decided not to drive the man’s truck."
It's da 2nd and mf in eudora still shooting df bitch it ain't new years,"It’s the 2nd and people in Eudora are still shooting. Damn, it’s not New Year’s."
I ain't even gone look but I'm sure if u think I'm talking about u on here u must of done something to make me say something,"I’m not even going to look, but I’m sure that if you think I’m talking about you on here, you must have done something to make me say something."
Had fun on oovoo for a Lil min but just got off da phone wit my bae OMG I cant wait until 3 gone spend the day wit him I feel like Im fallin,"I had fun on Oovoo for a little while, but I just got off the phone with my boyfriend. Oh my God, I can't wait until three—I'm going to spend the day with him. I feel like I'm falling for him."
"""It be the main ones thats close , to you that'll do the most to you .. blank ya eye turn around nigga got the toast to you!!!""","It’s usually the people closest to you who will do the most harm to you. You blink, turn around, and suddenly someone you trusted is threatening you!"
late night convo's . Are usually the ones who you care enough about to stay on the phone with all night and who you really like ..,Late-night conversations are usually with the people you care enough about to stay on the phone with all night and who you really like.
"""Never been uh wanna be , im erything they wanna be . As long as they watching im gone give em what they wanna see !""","""I've never been a wannabe; I am everything they want to be. As long as they're watching, I'm going to give them what they want to see!"""
"""I love you, but I just fuck other bitches from time to time! I tell them the truth but lie to you!n#TRUESTSHITEVERSAIDINAMOVIE #REALTALK""","I love you, but I just sleep with other women from time to time! I tell them the truth but lie to you! #TruestShitEverSaidInAMovie #RealTalk"
do u think ed is coming bsk to the ravens nxt season n luv tha show,Do you think Ed is coming back to the Ravens next season? And love the show.
#NiggasBeLike I Only Fucks Wit Bad Bitches ! Nigga You Lucky If You Can Get A Decent Lookin Bitch !,"#GuysBeLike I only mess with attractive women! Man, you’re lucky if you can get a decent-looking woman!"
Marriage Let's You Annoy That One Special Person For The Rest Of Your Life . Isn't That Just So Romantic ?,Marriage lets you annoy that one special person for the rest of your life. Isn’t that just so romantic?
S/O to my nigga's and bitches locked up keep ya head up when u touch down #MOVIE,"Shout out to my friends who are incarcerated—keep your head up, and stay strong when you get out. #MOVIE"
ill be out today need to get both and tips hit my line when u get moving,I'll be out today. I need to get both and some tips. Contact me when you get going.
Enjoy happy hours with lil sis now here @ this game letting my son play!!,"Enjoying happy hour with my little sister, now here at this game letting my son play!"
my nigga   went the Fuck off on #disappearing  need to see the full video.,My friend  went off on #disappearing. I need to see the full video.
What do u call sum one who smashed to people who r friends..no relationship just smashing???? Lol,"What do you call someone who had sex with two people who are friends... no relationship, just having sex? Lol"
Just wanted to let u know that I got accepted to Grad school on Friday. I wasn't sure if u got my text Sat. or not,"I just wanted to let you know that I was accepted to graduate school on Friday. I wasn’t sure if you received my text on Saturday or not, ."
Lol R u serious ? Where the hell did he get that idea from?,"Lol, are you serious? Where on earth did he get that idea from?"
So I hope I'm not the only one who thinks Sales off of MTV's Buckwild is hot as hell. #Buckwild,I hope I’m not the only one who thinks Sales from MTV’s Buckwild is extremely attractive. #Buckwild
"""They got the man's Childish Gambino on when I was 17 ! Ahhh, that nigga Dope asl to me Joe""","They were playing Childish Gambino when I was 17! Ahhh, that guy is really dope to me, man."
"""My Mama Just Walk Away From Me Cuz I Interrupted Her Boring Ass Story.  & Slammed MY DOOR, Hell naw I'm leaving this bitch today!""","My mom just walked away from me because I interrupted her boring story, and she slammed my door. Hell no, I’m leaving this place today!"
December. 19th shit but they got me on house arrest till the 19th of this month. Tiered of being locked down,"December 19th stuff, but they have me on house arrest until the 19th of this month. Tired of being locked down."
:  just checkin cuz I was tweeting wne of dem n u know our history......he'll yeah folk put it in da air,":  just checking because I was tweeting with one of them and you know our history... hell yeah, man, put it out there."
When iWant Something iGta Get It At That Point In Time When iWant It !!!,"When I want something, I have to get it right then and there when I want it!"
I remember when I made trey watch pretty little liars with me. He ain't like it till the creepy stuff came on.,I remember when I made Trey watch Pretty Little Liars with me. He didn’t like it until the creepy parts came on.
Shoulda been saving the money yu been borrowing without askin me over da past couple yrs lol Sure we could just buy the place..,"You should have been saving the money you’ve been borrowing from me without asking over the past couple of years, lol. I’m sure we could just buy the place."
One thing i really learned to do was calm down fighting i was fighting like crazy during da summer time,One thing I really learned to do was calm down with fighting. I was fighting a lot during the summer.
I use to be amused by dat shit but da bitch just played tf out,"I used to be amused by that stuff, but she just completely wore it out."
...of course they gone score... it's win or go home!!! wat y'all expect a shut out... yea it sound good... #FalconNation we good...,"...of course they're going to score... it's win or go home! What did you all expect, a shutout? Yeah, that sounds good... #FalconNation we're good..."
...man fuck all y'all who say Matt Ryan sorry... that man got us this far... show some #RESPECT...tf yall thought...,"...man, forget all of you who say Matt Ryan is bad... that man got us this far... show some #RESPECT... what did you all think..."
You know what would be funny as hell if it stuck on her and she had to like cut it off,You know what would be really funny? If it got stuck on her and she had to cut it off.
most bitchs dont be down' bt ill GO too jail fa youu & take the pound ',"Most women aren’t really loyal, but I would go to jail for you and take the punishment."
we was ona phonee expressing the feelings & putting smiles on each othrr face #keiraa,We were on the phone expressing our feelings and putting smiles on each other's faces. #keiraa
carlos wanted to be my boyfriend i said yolo i dont do that shit nomore #keiraa,"Carlos wanted to be my boyfriend. I said, ""You only live once, but I don't do that anymore."" #keiraa"
i was OUT all night i ain't GO home & im still not home lol the girlaa is out #keiraa,"I was out all night, I didn’t go home, and I’m still not home, lol. The girl is out. #keiraa"
a MAIN nigga that's forever here & stay by ya side & no other bitch that's lovee #keira,"A main guy who is always here and stays by your side, with no other woman involved—that’s love. #keira"
I anit call u This time but wen we do u Don't pick up,"I didn't call you this time, but when I do, you don't answer."
"""I feel like crap, guess its the robbatussin. Or maybe negativity, that has my mind scorching.""",I feel terrible; I guess it’s the Robitussin. Or maybe it’s negativity that has my mind burning.
"""Eat , Homework , Talk To My Ride Or Die , and Play the game Or Watch T.V""","Eat, do my homework, talk to my best friend, and play video games or watch TV."
""": She gets mad ?, jealous ?, worried ?, cries ?, snaps ?, complains ?, & twatches you ?. But it's only because she cares...""",""": She gets mad, jealous, worried, cries, snaps, complains, and watches you closely. But it's only because she cares..."""
So much stress on my mind at times. I jus be like F.I.S.H ! Now.,There is so much stress on my mind at times. I just feel like saying F.I.S.H! Right now.
"""Boi i swear i jus seen 3, 15yos wit a big boy shotgun...ruff out here.""","Boy, I swear I just saw three 15-year-olds with a big shotgun... it's rough out here."
"""I'm like a kid in a candy store, my new matte make-up platte's came today! #finnaPlay yAy""",I feel like a kid in a candy store—my new matte makeup palettes arrived today! #aboutToPlay yay
I'm fina be the first first nigga on here and the first nigga off cuz a nigga hungry,I'm about to be the first person on here and the first person to leave because I'm hungry.
"""I remember when that nigga Dante said  when you and my Patna goin link up lmfaoooo corny ass""","I remember when that guy Dante said, ""When are you and my friend going to meet up?"" Lmfao, so corny."
"""If That Boy Dont Love You By Now , He Will Neva Eva Neva Eva (Singing Voice)""","If that boy doesn’t love you by now, he never ever, never ever will (singing voice)."
i like being myself around people & if you dont like it well fuck ya,"I like being myself around people, and if you don't like it, well, forget you."
i know what im finna do ...... im finna learn that rico dance and ima record it Lol be back yall .,"I know what I’m about to do… I’m about to learn that Rico dance and I’m going to record it. Lol, I’ll be back, you all."
I Aint Even Mad That My Team Lost I Really Think Tom Brandy Let Ray Lewis Win Just Because Its His Last Year & Brandy Got Plenty Years 2 Go!,"I'm not even upset that my team lost. I honestly think Tom Brady let Ray Lewis win just because it's his last year, and Brady has plenty of years left to play!"
My Boyfriend Be Doing Retarded Shit & Wonder Why I Be On His Ass Tuff !!,My boyfriend does foolish things and wonders why I’m always on his case!
"""I Really Don't Feel Like Doing Anything , Today Is Just One Of Them Days !!!!""",I really don’t feel like doing anything; today is just one of those days!
"""Aint Even Been Talking 2 Him Lately Like I Use 2 , But Oh Well It Is Wat It Is My Nigga !!""","I haven’t even been talking to him lately like I used to, but oh well, it is what it is, my friend!"
"""My So Call Boyfriend Just Be Acting Retarded At Times , & I Really Do Hate That About Him But Hey That's My Babe !!!!!""","My so-called boyfriend just acts ridiculous sometimes, and I really do hate that about him, but hey, that's my babe!"
Then sometimes u gotta look at these fools like ...How are u trying to be all selective and ur lookin like that! Outta hea!,Sometimes you just have to look at these people like... How are you trying to be so selective when you look like that? Get out of here!
Im beyond excited for Rebellious Soul!! Yess. The new album coming from my frienny  !! Can't wait... she's What da industry need,I am beyond excited for Rebellious Soul! Yes. The new album is coming from my friend ! I can't wait... she's what the industry needs.
Gotta handle sum shit I wish my sister get the fukc up so I can drop her off at skoo,I have to take care of some things. I wish my sister would get up so I can drop her off at school.
But I keep calling my girlfriend and she's not answering she going to make me fuck her up !,But I keep calling my girlfriend and she’s not answering; she’s going to make me so mad!
Shout out to all the bald headed bitches ctfu had to do it for them one time !,"Shout out to all the bald-headed women, haha—I had to do it for them this time!"
lmao nigga this must been before I came to Oki or something you never told me that lol.,"lol, this must have been before I came to Oki or something—you never told me that."
Ali Bomaye & Church are the livest songs on Jesus Piece hands down.  did his thang on this album tho.,"Ali Bomaye and Church are the best songs on Jesus Piece, without a doubt.  did his thing on this album, though."
I wish they made Suit & Tie around my Prom. I would been bumpin that shit all fucking day haha.,"I wish they had made Suit & Tie around the time of my prom. I would have been playing that song all day, haha."
They say wen u gon you neva come back but wen u n my memory its like u never left,"They say when you’re gone you never come back, but when you’re in my memory it’s like you never left."
Meanwhile spent my New Years  with the most random group of ppl but had fun,"Meanwhile, I spent my New Year's with the most random group of people, but I had fun."
The fact that they still call them TLC and missing a member is creepy to me,The fact that they still call themselves TLC even though they're missing a member is unsettling to me.
I find it funny females want that Edward and Jacob love and non of y'all are any Bellas...smh,"I find it funny that women want that Edward and Jacob kind of love, but none of you are anything like Bella...shaking my head."
Olivia got some good eyes to read these people and not had to squint her eyes lol,"Olivia has really good eyesight to read these people without having to squint, lol."
Pay attention to the people who are with you thru the thick and thin ... They're someone special...,Pay attention to the people who are with you through thick and thin... They are someone special...
Happy founders day Zeta Phi Beta Sorority inc ... S/o to my favorite zetas   !!!,"Happy Founders Day to Zeta Phi Beta Sorority, Inc. Shout out to my favorite Zetas,  and !"
She read him and counted down with it ...someone need to marry this woman lol,She told him off and did it perfectly ...someone needs to marry this woman lol
So she apologize when she catch her husband cheating...THAT'S WHY HE CHEATING ... Grow some woman balls and get it together #SCANDAL,So she apologizes when she catches her husband cheating... THAT'S WHY HE'S CHEATING... Grow a backbone and get it together. #SCANDAL
If she can make you mad ... That means she has something valuable of yours,"If she can make you angry, that means she has something valuable of yours."
So I'm sleepy ...if I fall asleep and I get caught it is alright to wake up and say I had a dream ? Lol,"So I'm sleepy... If I fall asleep and get caught, is it okay to wake up and say I was having a dream? Lol"
Ok I know I'm gonna get stoned for this but I just heard Beyonce star spangled banner and it was actually average to me ...,"Okay, I know people are going to criticize me for this, but I just listened to Beyoncé’s Star-Spangled Banner and, to me, it was actually just average…"
Wait outta all the stuff he said ...the modeling was the first concern ? Lol,"Out of everything he said, the modeling was your first concern? Lol"
They say Dick Clark Has a Rockin New Tears Eve but I know that Greater Harvest is ROCKIN right now!!!!,"They say Dick Clark has a rockin’ New Year’s Eve, but I know that Greater Harvest is really rocking right now!"
Confession : I'm a musical theater Junky I love eat breathe n sleep this Stuff,"Confession: I'm a musical theater junkie. I love to eat, breathe, and sleep this stuff."
Russell Wilson is proofing why he should of been a higher draft pick....size don't mean shit,Russell Wilson is proving why he should have been a higher draft pick... size doesn't mean anything.
Damn near My whole tl eating steak and shrimp... while I'm stuck eating cold cuts and plain lays,"Nearly my entire timeline is eating steak and shrimp, while I'm stuck eating cold cuts and plain Lay's."
If anything happens to my mom I swear to go shit going to be crazy,"If anything happens to my mom, I swear things are going to get crazy."
Some females dnt know what they have to they fuck up n give up straight up!!,"Some women don’t realize what they have until they mess up and give up, honestly!"
Lol i cant talk tk no one thats my lil sis age lol jail bate swear!,"Lol, I can’t talk to anyone who’s my little sister’s age. Seriously, that’s jailbait!"
:  i dnt kno anybody who likes it everybody rather hong kong! :/not me i rather panda,":  I don't know anybody who likes it. Everybody prefers Hong Kong! :/ Not me, I prefer Panda."
"""  all yea allen you told kristen.....i did ______ with ____ lol stop running, your mouth""","""  Oh yeah Allen, you told Kristen... I did ______ with ____ lol. Stop running your mouth."""
I ain't doin shit n I kno rite dey ain't buyin niggas no food Fck dem we where da money at.....lol,"I'm not doing anything and I know, right? They aren't buying anyone any food. Forget them, where is the money at... lol"
"""Sometimes I think i'm ugly, but then I look in a mirror and think oh never mind.   #momentswithjessica""","Sometimes I think I'm unattractive, but then I look in the mirror and think, oh, never mind. #momentswithjessica"
I'm lacking on the tats damn near all my lil cousins got more than me now,I’m falling behind on tattoos—almost all of my little cousins have more than I do now.
fuk wat a bitch got to say bout me n minds if u dnt like it stay the fuk frm around me n minds......point blank,"Forget what anyone has to say about me and mine. If you don't like it, stay away from me and mine. Period."
imma get two more pairs of uggs for the rest of this year and next winter since my feet stopped growing,I’m going to get two more pairs of Uggs for the rest of this year and next winter since my feet have stopped growing.
"""In November Zita had a special Obama jerky she was slanging! I dunno how yall missed that one""","In November, Zita had a special Obama jerky she was selling! I don’t know how you all missed that one."
I keep telling you my answer but you don't listen I don't think it registers to you but if you don't want me around fine.....always told you,"I keep telling you my answer, but you don't listen. I don't think it registers with you, but if you don't want me around, that's fine... I've always told you."
I Hate When Somebody Tell Me To Delete Dey Number Uhhh ? Bitch I Never Saved it .,"I hate when someone tells me to delete their number. Uh, what? I never saved it."
Rumors Goin Around Sayin Im Gay Shidd i Understand If Dets how U Feel Im Still Fuck yall Bitches .,"Rumors are going around saying I'm gay. Shit, I understand if that's how you feel, but I'm still having sex with your women."
""": you then fucked up big time my boy i got yo dum dawq asss  !!!! Man Aight det Shit Aint Even Serious .""",""": You really messed up this time, my friend. I got your foolish self, ! Man, alright, it's not even that serious."""
bitch when you stop smokin and you ain't doin shit lil pussy but pour up then pussy lol,", when you stop smoking and you're not doing anything except drinking, you're just a coward, lol."
I bet Gotti sell Cocaine cuz thats all he talk about cocaine white all my cars white all his mixtapes cocaine muzik,"I bet Gotti sells cocaine because that's all he talks about—cocaine white, all my cars are white, all his mixtapes are called Cocaine Muzik."
I'm praying to God ND beat Bama and I'm in the illuminati so you know I wanna see Bama lose bad,"I’m praying to God that Notre Dame beats Alabama, and since I’m in the Illuminati, you know I really want to see Alabama lose badly."
""": When you tell him to text you sometime, annnd he never texts yooouuu ... #ohh its like that. *she""",""": When you tell him to text you sometime, and he never texts you ... #ohh so that's how it is. *she"""
Thats why I wouldn't go to Bama to MUCH discipline I gotta go some where...where I can be me,That’s why I wouldn’t go to Alabama—too much discipline. I need to go somewhere I can be myself.
I got new shoes on the ride Rollin down 95 and you can see in my eyes that I'm lookin fa a cutiepie,"I have new shoes on while driving down I-95, and you can see in my eyes that I'm looking for a cutie pie."
Making love to the money like a sextape I'm taking Kim K I'm talking Ray J!!!,"Making love to money like it’s a sex tape—I’m taking Kim Kardashian, I’m talking about Ray J!"
When I was lil me and my cuzin used to wrestle on the trampoline for the wwe belts,"When I was little, my cousin and I used to wrestle on the trampoline for the WWE belts."
Don't mind me I'm stupid I have no sense I jus say whatever comes to my mind,"Don't mind me, I'm stupid and have no sense; I just say whatever comes to my mind."
I think me and  would make a good couple I mean we do like the same teams in all except in the NFL,"I think  and I would make a good couple. I mean, we do like the same teams, except in the NFL."
y'all lost to the Celtics they sorrier than us then they didn't have Rondo,"you all lost to the Celtics, they're worse than we are, and they didn't even have Rondo."
yea you right man them people didn't like me so I was like fuck it,"Yeah, you’re right, man. Those people didn’t like me, so I was just like, forget it."
I don't need outside ppl that's y I have a twin sis to trust n depend on,I don't need outsiders; that's why I have a twin sister to trust and depend on.
I don't know why this Bitch Buck steady wanna play widd me widd this young Hoe all I gotta say she better be there for his ass,I don't know why this woman keeps wanting to mess with me with this young woman. All I have to say is she better be there for him.
I'm so Damn sleepy been up a night Thinking widd a lot of shit on my mind,"I'm so damn sleepy. I've been up all night thinking, with a lot on my mind."
""":  He Spending A Night Over Her. OKAY P CUS LAST TIME HE WAS HIGH LIKE DAT SMH HIGH SPEED CHASE TO ARE HOUSE""",""":  He’s spending the night over at her place. Okay, because last time he was that high, shaking my head, there was a high-speed chase to our house."""
""": Rickia Wasn't For None Tho Lmao I was Tryna get up there widd ha 2nd time playing I want a mf Rematch""",""": Rickia wasn’t playing around though, haha. I was trying to get up there with her the second time playing. I want a rematch."""
Being pregnant is so emotional I don't like how people tawlk to me or I don't like How people would just change up they whole deminor on yu,"Being pregnant is so emotional. I don't like how people talk to me, or how people will just completely change their whole demeanor toward you."
How do you tell somebody you love that you love that you don't wanna be with them no more?,How do you tell someone you love that you don’t want to be with them anymore?
How You find out and yeah iam O ask Me same thing like Kia you pregnant I'm Like Nawl O He Belived me Too,"How did you find out? And yes, I am. He asked me the same thing, like, ""Kia, are you pregnant?"" I was like, ""No,"" and he believed me too."
Had to call my Lil brother and check up on him and my bby sister,I had to call my little brother and check up on him and my baby sister.
lOl not saying it like dat I just hate geting out Bed in Morning That's All But I gotta do what a nigga gotta Do,"Lol, I’m not saying it like that. I just hate getting out of bed in the morning, that’s all. But I have to do what I have to do."
Gotta Call My Mommy in Min and my Lil Brother and see if his bug Ass being responsible,I have to call my mom in a minute and my little brother to see if his big self is being responsible.
All I know shit need to change and a mf need to get they shit togather fact,All I know is things need to change and someone needs to get their act together. That's a fact.
Buck called me tawlkin about I can't sleep with out you Fse yeah I know,"Buck called me talking about, ""I can't sleep without you."" For sure, yeah, I know."
Its like when I do some for somebody or give them my last they Fuck ova me,"It's like when I do something for someone or give them my last, they betray me."
Been outside widd Buck all day came inn to Sunday dinner roast bake Mac&&chesse candy yams greens and cornbread,"I've been outside with Buck all day, then came in to Sunday dinner: roast, baked macaroni and cheese, candied yams, greens, and cornbread."
""": MY OTHA ME KIA SAY ITS TIME FA US TO GET BACK OUT HERE. MAN WHAT? BEEN READY. OFF DA FLATS CAN'T CONTROL EM HUHHHHH?RFT""",""": My other friend Kia says it's time for us to get back out here. Man, what? I've been ready. Off the flats, can't control them, huh? RFT"""
""": I Think I Need To Get My Hoes Back Up Cus Talking 1 Nigga Aint Gone Get It#NiggasAintShitRFT""",""": I think I need to start talking to more guys again because just talking to one man isn’t going to work. #MenAren’tShitRFT"""
Most these bitches fienin... Would sell they soul to a nigga fa da right price....,Most of these women are desperate... They would sell their soul to a man for the right price...
I trust you is better than I love you because you may not always trust the person you love but you can always love the person you trust,"I trust you is better than I love you because you may not always trust the person you love, but you can always love the person you trust."
Niggas get bitches and act like the bitxhes been der awww they life and forget who was der .,Guys get girls and act like the girls have been there their whole lives and forget who was there for them.
"""All black females aren't rude, hoes, stuck up, wear weave, ghetto, young & pregnant, loud, insecure, & belligerent""","Not all Black women are rude, promiscuous, stuck up, wear hair extensions, act ghetto, are young and pregnant, loud, insecure, or belligerent."
I'm Boutta Ride in Da city Streets Gonna Be Live Tonite No Wrk No School We Turned Up,"I'm about to drive around the city; the streets are going to be lively tonight. No work, no school—we're excited!"
Da Way Dis Weather is set Ul got my locked in da house Blackface not Moving,The way this weather is set up has me locked in the house. I'm not going anywhere.
S/O To him I guess his last shot got me where I needed to be,Shout out to him—I suppose his last attempt got me where I needed to be.
That's a text I'm not looking forward to one of my former students lost his battle with a rare muscle disease today! Condolences to his Fam!,That’s a message I’m not looking forward to—one of my former students lost his battle with a rare muscle disease today. My condolences to his family.
And the final reason you know God IS KEEPING YOU IS BECAUSE YOU WOKE UP THIS MORNING!,And the final reason you know God is keeping you is because you woke up this morning!
no way! She is Ms. Alabama so apparently lots of people thinks she's beautiful,"No way! She is Miss Alabama, so apparently lots of people think she's beautiful."
Thanks bro it helped us for 3 1/2 qtrs lol appreciate you coming out,"Thanks, bro. It helped us for three and a half quarters, haha. I appreciate you coming out."
The grip Jordan had on my face just now almost had me ask her if she wanted to work with me,The way Jordan was holding my face just now almost made me ask her if she wanted to work with me.
Shoutsout to the future of  and his better half  crazy happy for you'll,Shoutout to the future of  and his better half . I'm extremely happy for you all.
Quiz posted for next week it's not due until Saturday at midnight I'm an over achiever I'm doing it right now at the bar lol,"The quiz for next week has been posted, but it isn't due until Saturday at midnight. I'm an overachiever, so I'm doing it right now at the bar, haha."
"""If u man than u want have to worry bt anything,wen i got than u got,fuck da world its us against it!!!!!""","If you’re my man, then you don’t have to worry about anything. When I have it, you have it. Forget the world—it’s us against everyone!"
Yep....that's the one.:  the 201 one? Cuz u kno ur ass don't even text back lol,"Yes... that's the one. :  The 201 one? Because you know you don't even text back, haha."
They better know i have something worst than a dog that. But her bark is stronger than her bite. Lmao S/O to #TwitterlessScottie,"They better know I have something worse than a dog like that. But her bark is stronger than her bite. Lmao, shout out to #TwitterlessScottie."
"""what in the world are you eating then?? : This no meat/no fish fast is about to drive me insane lol""",What on earth are you eating then?? : This no meat/no fish fast is about to drive me crazy lol
"""I don't understand why my feelings for you are the way they are. I tried to let them go, but I haven't been able to yet. Why? I don't know.""","I don't understand why I feel the way I do about you. I've tried to let these feelings go, but I haven't been able to yet. Why? I don't know."
Wow good luck with that. :  pastor authorized shrimp so I'm surviving off that lol,"Wow, good luck with that. :  The pastor approved shrimp, so that's what I'm living on, haha."
"""White man walks in my store. Me: Hey, were you looking for anything special? Him: Yeah. A hot black chick but I've found her! HAHA *Blushes*""","White man walks into my store. I say, ""Hello, were you looking for anything in particular?"" He says, ""Yes, a beautiful Black woman, but I’ve already found her! HAHA *blushes*"""
I think I might take another nap...its crazy I love being alone but don't like to be home alone. Lol #Weird,"I think I might take another nap... It's strange—I love being alone, but I don't like being home alone. Lol #Weird"
I wonder if it's a such thing has a candy diet?? That'll be the one for me.,I wonder if there is such a thing as a candy diet. That would be the one for me.
"""When I get rich, I'm going to buy a human size freezer. To put humans bodys in. That'll be the shit.""","When I become wealthy, I’m going to buy a human-sized freezer. To put human bodies in. That will be amazing."
Wish I could think about something other than the events of last night. It's going to be a long day.  .__.,I wish I could think about something other than what happened last night. It's going to be a long day.  .__.
"""If you have called my phone 10 times in the last hour and I haven't picked ONCE, STOP CALLING.""","If you have called my phone ten times in the past hour and I haven’t answered even once, please stop calling."
"""Kinda feel some type of way now, it's not like it can get outta the tank...but still. :-""","I kind of feel a certain way now. It's not like it can get out of the tank, but still. :-"
How u gonna call sumbody fake and u da biggest fake person I kno smh girl #getreal,"How are you going to call somebody fake when you are the biggest fake person I know? Shaking my head, girl. #getreal"
oh well dats good I wish I could tke day bt I wrk during da day,"Oh well, that’s good. I wish I could take the day, but I work during the day."
poor baby it will be here faster then u kno it wat u having,"Poor baby, it will be here faster than you know it. What are you having?"
everything is good cnt complain I think I seen u da other day bt I want for sure,"Everything is good, can't complain. I think I saw you the other day, but I wasn't sure."
huh I didn't say I kno u I said I kno who she tlkn abt,"Huh, I didn't say I know you, I said I know who she's talking about."
Oh man Ima be here all day. Should've taken care of this sooooooo long ago....,"Oh man, I’m going to be here all day. I should have taken care of this such a long time ago..."
Yeah my phone is dead without a charger. So i probably won't be responding tonight,"Yes, my phone is dead without a charger, so I probably won’t be responding tonight."
"""Reading the bible, Jesus healed a paralyzed man so I kno he find heal me""","Reading the Bible, Jesus healed a paralyzed man, so I know He can heal me."
Yu keep talking bout how much yu love ya nigga hoe yu stupid dog don't even claim yu,"You keep talking about how much you love your man, but you’re stupid—he doesn’t even claim you."
I don't want to give yu the wrong impression i need and love affection and ihope dont sound  desperate. I need love and affection! L.O.V. E,"I don't want to give you the wrong impression. I need and love affection, and I hope I don't sound desperate. I need love and affection! L.O.V.E."
ain't shit at the house bout to get dressed yu tryin to chill r what's up,There’s nothing going on at home. I’m about to get dressed. Are you trying to hang out or what’s up?
""" word! I been leanin to hard, I'm trying to get myself together now, smoke something""",""" For real! I’ve been overdoing it, I’m trying to get myself together now. Let’s smoke something."""
I don't run my mouth bout shit I kno but  ppl always tellin me somebody else secrets,"I don't talk about things I know, but people are always telling me someone else's secrets."
Y these niggaz hate me tryin to break in my spot and rob me smh,"Why do these guys hate me, trying to break into my place and rob me? Shaking my head."
"""I kno yu wanna leave but I refuse to let yu go, if I gotta beg and plead for ur sympathy I don't mind cuz yu mean so much to me""","""I know you want to leave, but I refuse to let you go. If I have to beg and plead for your sympathy, I don't mind because you mean so much to me."""
Aye I kno dem charleston gal remember a nigga askin dem can he chop? Lmao,"Hey, I know those Charleston girls remember a guy asking them if he could dance. Haha."
Dog say I gay cuz I listen to frank ocean  no pussy gettin niggaz only say shit like dat,He says I’m gay because I listen to Frank Ocean. Only guys who don’t get any women say things like that.
""" yeah I feel ur pain, but ima thug it out I can't cut em""",""" Yeah, I understand how you feel, but I’m going to tough it out—I can’t cut them off."""
When I found that who trust me you going to pay bad bitch jail time,"When I found out who trusts me, you're going to pay—bad bitch jail time."
Wow my first phone call  in the morning you pretty but you mean in the inside really ok thanks I guess,"Wow, my first phone call in the morning: you’re pretty, but you’re really mean on the inside. Okay, thanks, I guess."
2 gay dude here at the office want to get check for STD but can't stop fighting I'm about to go crazy God help me let me check his ass in,"Two gay guys here at the office want to get tested for STDs, but they can't stop arguing. I'm about to lose my mind—God help me. Let me check him in."
Lol its like a burgendy red now. I need it to be brighter tho,"Lol, it's like a burgundy red now. I need it to be brighter though."
She faked her own death just to run from the cops. I deff would do sumin like that,She faked her own death just to run from the police. I definitely would do something like that.
