sae_text,aae_text
"Dude, I woke up to what sounded like a gust of wind blowing all the cars down the street.","Bruh, I woke up thinkin’ it was a whole gust of wind blowin’ all the cars down the street."
"Some people really stop working out there, just worrying about a guy and his relationship problems!","Some folks really be out here quittin’ they grind, just stressin’ over some dude and his relationship drama!"
I pulled it out just like that; I was tipsy and horny at the same damn time.,I pulled it out just like that; I was lit and horny at the same damn time.
"LOL, she said I would have said she tastes like Corn Flakes. The fuck? -_-","LOL, she talkin’ bout I woulda said she taste like Corn Flakes. The fuck? -_-"
"I hope that when I do have sex with her, she doesn’t keep blowing up my phone and being annoying.","I hope when I do smash, she don’t keep blowin’ up my phone and actin’ all extra."
"I know we’re just friends, but you already love me and I haven’t even slept with you yet. O__o","I know we just friends, but you already in love wit me and I ain’t even slept wit you yet. O__o"
"If I were President, I would rebuild the White House, or paint it red, white, and blue with black trim. You know what I mean.","If I was President, I’d fix up the White House, or paint it red, white, an’ blue with some black trim. You know what I’m sayin’."
"The Knicks are really frustrating me now; every other game, we're getting beaten by some terrible team.","Man, the Knicks really gettin’ on my nerves right now; every other game, we lettin’ some sorry team beat us."
I don’t have to be at school until 11 in the morning. #I’m going to be on time.,I ain’t gotta be at school till 11 in the mornin. #I’ma be on time.
""" said I can call her tonight. I got excited. What are we going to talk about though? O_o""",said I can call her tonight. I got hype. But what we gon talk about tho? O_o
"""Get on top of that and do a full split—I wish a girl would. I’d make her my girlfriend, I’m cracking up.""","Get up there and hit a full split—I wish a girl would. I’d wife her up, I’m weak."
"I do need a haircut. I'm about to really wear some hats, though. LOL","I do need a haircut. Ion finna lie, I’m bout to really start rockin these hats. LOL"
"What's good, people? Yeah, I've been missing in action for a while, but I'm back now. I see it's still lively here! She made a comeback...","What’s good, y’all? Yeah, I been MIA for a minute, but I’m back now. I see it’s still poppin’ up in here! She done made a comeback..."
2012 was the end of the world for some people; I’m thankful it wasn’t the end for me.,2012 was the end of the world for some folks; I’m just thankful it ain’t end for me.
"Yes, that booty is loose like a rubber band. I didn’t make it like that; it was that other man.","Yeah, that booty loose like a rubber band. I ain’t make it like that; that was that other man."
"""I love attractive women, that's my problem, and yes, I like to have sex—I have a problem.""","I love fine women, that’s my problem, and yeah, I like havin’ sex—I got a problem."
Somebody busted my tires. I know my stuff isn’t going to bust on its own. Messed up.,Somebody done busted my tires. I know my stuff ain’t just gon’ bust by itself. That’s messed up.
"I went out tonight. Had intense sex. I’m not joking, condoms are ready.","I went out tonight. Had some wild sex. I ain’t playin, got the condoms on deck."
"Please, I swear, if it’s not one thing, it’s another. My birthday is this weekend and so much bad stuff is happening right now, man. #TooMuchForOnePerson","Lawd, I swear, if it ain’t one thing, it’s another. My birthday this weekend and all this bad stuff goin’ on right now, man. #TooMuchForOnePerson"
"I’m going to go crazy… And she’s so damn scary she called Eric on me… Making me out to be the bitch, I’m going to show this woman what a real bitch is.","I’m ’bout to lose my mind… And she so damn scary she went and called Eric on me… Tryna make me look like the bitch, I’ma show this woman what a real bitch is."
"I'm sorry I don't tweet a lot, maybe because I get a little lazy when I eat a lot...","Sorry I don’t be tweetin’ a lot, maybe ’cause I get a lil lazy when I eat too much..."
"If she isn’t the most obviously gay person ever, man -___- I mean, why would she stalk both my Twitter and Instagram? Get a life, man, please…","If she ain’t the most obvious gay person ever, bruh -___- Like, why she all up stalkin’ both my Twitter and my Instagram? Go get you a life, bruh, for real…"
"He wasn’t open, but he shot anyway -___- and missed... I hate Ohio State; they get too much credit.","He wasn’t even open, but he still took the shot smh... and missed. I can’t stand Ohio State; they get way too much credit."
how about going to make sure the finger is set straight so it can heal properly...,how ’bout you go make sure that finger set right so it can heal up proper...
"LMAO at T.K. talking to Matty D about Dr. D and Nico at mini golf. Matt just knew T was talking about him, lol. Love  #NecessaryRoughness","LMAO at T.K. choppin’ it up wit Matty D ‘bout Dr. D and Nico at mini golf. Matt just knew T was talkin’ ‘bout him, lol. Love  #NecessaryRoughness"
"You are crazy as hell and need some medication. No school and no work, shaking my head. Bye.","You crazy as hell and need some meds. Ain’t got no school or no job, smh. Bye."
"I'm wearing this Aeropostale shirt my aunt got me, lol. I don't even care, boy.","I’m rockin’ this Aeropostale shirt my aunt got me, lol. I don’t even care, boy."
"On my honor, this girl has lost her mind. Don’t even talk about your lame self, what the heck, lol. I’m not about to act up on Twitter.","On my mama, this girl done lost her mind. Don’t even talk about yo lame self, what the hell, lol. I ain’t finna act up on here."
"If you love someone and you don't tell them, don't be upset if they don't return that love. #theend","If you love somebody and you ain’t tell ’em, don’t get mad if they don’t love you back. #theend"
"I have a date tonight... it's with my bed, pillow, and the TV. That still counts, right?!","I got a date tonight... wit my bed, pillow, an' the TV. That still count, right?!"
"Jadeyah is upset that she was cheated on... I never knew about you, sorry, what do you want me to do? So you’re staying with him to get back at him? Good luck if you can.","Jadeyah mad ‘cause she got cheated on… I ain’t even know ‘bout you, my bad, so what you want me to do? So you stayin’ with him just to get back at him? Aight, good luck wit’ that if you can."
"Um, for what? Lol, I'm confused... I didn't know my issue was with you, but okay.","Uh, for what? Lol, I’m confused… Ain’t know my issue was wit you, but aight."
"I don’t have anyone’s number, but apparently I’m the one calling their phone? Um, okay. I make fake pages? Shaking my head. Okay.","I ain’t got nobody’s number, but somehow I’m the one callin’ they phone? Uh, aight. I’m makin’ fake pages now? Smh. Aight."
"All I talk about is money—we’re making this. You all are broke, hating, and mad. We’re doing it big, bro. We’re at home; let them hate. @","All I talk bout is money—we makin’ this. Y’all broke, hatin’, and mad. We doin’ it big, bro. We at the crib; let ‘em hate. @"
"#If I had to choose between life and love, I’d take my last breath and say I love you","#If I had to choose 'tween life an' love, I’d take my last breath an' say I love you"
"Wow, Django Unchained is really amazing! There’s a lot of action, and it’s really funny! You all need to check it out as soon as possible!","Damn, Django Unchained real dope! It got hella action, and it mad funny too! Y’all needa go peep it ASAP!"
"No, Alanis Morissette. Irony is that every time I see a Truth commercial, I want a cigarette.","Nah, Alanis Morissette. The real irony is every time I see a Truth commercial, it make me wanna smoke a cigarette."
How are you going to tell me to get up when you don't even want to get up yourself? Lol!,How you gon’ tell me to get up when you don’t even wanna get up ya damn self? Lol!
"Wow! I was just about to ask where Bria was, and then this post shows up on my timeline acting wild! Lol!","Whew! I was just ’bout to ask where Bria at, then this post pop up on my timeline actin’ up! Lol!"
"Slowly running out of all the time I invested making all the same mistakes, and I'm just trying to correct it!","Slowly runnin’ outta all the time I put in makin’ the same mistakes, and I’m just tryna fix it!"
I don’t understand it. I would hate to think that I deceived them; they fall victim to my system. I guess I really do know how to choose them!,I don’t get it. I’d hate to think I played them; they just fall for my game. Guess I really do know how to pick ’em!
"Happy Centennial to all the Deltas I know. Shout out to the Deltas on my campus, ZQ. Enjoy it.","Happy Centennial to all the Deltas I know. Big shoutout to the Deltas on my campus, ZQ. Y’all enjoy y’allself."
"Oh baby, I'm not asking for the world. Maybe you can give me what I want.","Oh baby, I ain't askin' for the world. Maybe you can give me what I want."
"Not every woman is promiscuous, and not every promiscuous woman is my partner; it takes a truly genuine man to recognize that kind of thing.","Not every woman out here fast, and just ’cause a woman fast don’t mean she my girl; it take a real one to peep that for real."
"""On Facebook, Instagram, and Twitter, hair looks amazing, but in person, hair looks like 'what the heck.' Laughing out loud.""","On Facebook, Instagram, and Twitter, hair be lookin’ fire, but in person, hair be lookin’ like “what is this?” I’m weak."
All I see are signs ( -$$$$$- ) All I see are dollar signs |$|_____|$|,All I see is signs ( -$$$$$- ) All I see is dollar signs |$|_____|$|
I’m getting my nails done tomorrow and going to the mall for myself and Ray!,I’m gettin’ my nails done tomorrow and goin’ to the mall for me and Ray!
"unlock the front door, I don’t have any clothes on. Y’all are really tripping, not answering the phone.","open up the front door, I ain’t got no clothes on. Y’all really wildin’, not pickin’ up the phone."
"I told him I was going to call him when I left, but now he doesn't want to answer the phone.","I told him I was gon’ call when I left, but now he don’t wanna answer the phone."
"On the phone with my cousin  and she said, ""I let these guys know that they can eat my butt."" She’s nasty.","On the phone wit my cousin  and she said, ""I told these dudes they can eat my ass."" She wild."
"So my supervisor comes back from her vacation acting completely different, now that she knows she’s intimidated by me.",So my supervisor come back from her vacation actin all different now that she know she intimidated by me.
"Yes, Aunt Debra was upset when she asked. I said we don't talk as much, and she really wanted to know what was going on. Lol","Yeah, Aunt Debra was mad when she asked. I told her we don’t really talk like that no more, and she was real pressed tryna find out what’s goin on. Lol"
"I mean, you’re a bad bitch—you’re not badder than me, but anyway, yes, the jet black does make you females look fierce.","I mean, you a bad bitch—you ain’t badder than me, but anyway, yeah, that jet black do make y’all females look fierce."
"No ma'am, you hung up. I mean, if I felt a certain way, then I could call myself back.","Nah ma’am, you the one who hung up. I mean, if I was feelin’ some type of way, I coulda called myself back."
I dislike having free time because it makes my mind wander; I need to be more proactive.,I don’t like havin’ too much free time ’cause it got my mind wanderin’; I gotta start bein’ more on it.
"I think the things I do make people feel a certain way, but I don't mean any harm.","I feel like the things I do make folks feel some type of way, but I ain’t mean no harm."
"I asked if I could change the locks on my door and they said yes, but I have to give them a key… Absolutely not.","I asked if I could change my locks and they said yeah, but I gotta give them a key… Nah, that ain’t happenin."
I am trying to figure out why my electric bill is $80 again.,"Why my light bill $80 again, tho?"
These white people here better not look at me funny—damn fish-eyed fool.,These white folks betta not be lookin at me funny—damn fish-eyed fool.
I hate the fact that I’m in an afternoon class where 98% of the students are 30 or older.,"Man, I can’t stand how I’m stuck in this afternoon class and like 98% of the folks in here 30 or older."
"I have Bobby by the pound, Whitney by the key, DJ Screw by the gallon. The game belongs to me.","I got Bobby by the pound, Whitney by the key, DJ Screw by the gallon. The game belong to me."
"Bro, if you all are real, you would just get your guys the 5's for Valentine's Day.","Bruh, if y’all real, you gon’ just get yo dudes the 5’s for Valentine’s Day."
"I can't associate with those people... Forget the town, forget Folly, forget Lowe... WMG UBN 055","I can't mess wit them folks... Forget the town, forget Folly, forget Lowe... WMG UBN 055"
Do you like it? I'm in Atlanta...you might as well call me a peach now...I've been here for about 10 years.,You like it? I’m in Atlanta...might as well call me a peach now...I been here bout 10 years.
"I don’t know much about Dulles, I don’t know where it is. I heard the one in Fairfax Corner makes good money too, but they said ours is the best.","I don’t really know bout Dulles, don’t even know where it at. Heard the one in Fairfax Corner be makin good money too, but they say ours the best."
"That can be disappointing, but you’re still with your significant other, so don’t come back pregnant because that’s all that situation is good for, lol.","That can be disappointin’, but you still wit’ your boo, so don’t come back pregnant ’cause that’s all that situation good for, lol."
Why does my boss text me every day?! Asking me things that can wait until I come in??,Why my boss be textin’ me every day?! Ask me stuff that could wait ‘til I come in??
#random but my wedding is going to be like that lol. It's going to be alley style lmaooo,#random but my wedding gon be like that lol. It’s gon be alley style lmaooo
"I thought your recent girlfriends were supposed to look better than your past girlfriends. You're moving backwards, my friend.","I thought yo’ new girls s’posed to look better than ya old ones. You movin’ backwards, fam."
"George Mason just dropped my classes, though! They made me re-register, and now I have this $10,000 refund check.","George Mason just dropped my classes, tho! They made me sign up again, and now I got this $10,000 refund check."
"They always have these weak, dry vegetable trays and cheese. Where are the wings and chips?!","They always got these weak, dry veggie trays and cheese. Where the wings and chips at?!"
"I’ve been there, but the menu turned me off. It’s very small, and I don’t know—is it the one in Fairfax Corners? Also, check out Seasons 52.","I been there, but the menu threw me off. It real small, and I’on know—is it the one in Fairfax Corners? Also, check out Seasons 52."
"I love grocery shopping, but carrying these bags to the third floor is really frustrating.","I love goin’ grocery shoppin’, but carryin’ these bags up to the third floor be mad frustratin’."
My computer is in the shop and I have a lot of music on it. I need to practice!,My computer in the shop and I got hella music on it. I needa practice!
Just because you can prophesy doesn’t mean you have to use the title “Prophet” so-and-so.,Just ’cause you can prophesy don’t mean you gotta call yourself “Prophet” so-and-so.
""": I know what I want to say, but I can't say it. Oh well. If you don't be quiet and go to sleep!? Goodness!!!!""",""": I know what I wanna say, but I can't even say it. Oh well. If you don't hush and go to sleep!? Lawd!!!!"""
"God may not take away the situation, but He will definitely help you get through it. #faith","God might not take the situation away, but He gon’ for sure help you get through it. #faith"
Woke up and listened to KHOTL again; I think MB is going down the stereotypical road this time.,Woke up an’ bumped KHOTL again; I think MB goin’ down the same ol’ stereotypical road this time.
"I just got home and I’m extremely tired, but I had a great meeting with the Vashon ROTC command. I think they will be moving forward in the next two days!","Just got home an’ I’m mad tired, but had a real good meetin’ wit’ the Vashon ROTC command. I think they gon’ be movin’ forward in the next couple days!"
""":  Man, don't try to be all buddy-buddy now! LMAO, I'm not some little punk!""",":  Bruh, don’t be tryna act all cool wit me now! LMAO, I ain’t no lil punk!"
"Lol, I miss you too, man :/ especially when we’re in first block! (:","lol, I miss you too, bruh :/ especially when we be in first block! (:"
""":  As long as I have my Kaleb (: Awe Nkeiria <33333 Well yeah, you have me and I’m not going anywhere (:""",""":  Long as I got my Kaleb (: Awe Nkeiria <33333 Well yeah, you got me and I ain’t goin nowhere (:"""
"Lol, I’m not going out with anyone else until I go out with one of my followers ((: <333 >>>> !","Lol, I ain’t goin out wit nobody else til I go out wit one of my followers ((: <333 >>>> !"
"Ah, these girls were like, ""I bet you won't come to school looking like a bum!"" Why wouldn't I? I wear what I want, my friend.","Ah, these girls was like, ""I bet you ain't gon' come to school lookin' like a bum!"" Why wouldn't I? I wear what I wanna, my friend."
"You all see how I make her put my name in ALL caps? Haha, I’m just that dude!","Y’all see how I got her puttin’ my name in ALL caps? Haha, I’m just that dude!"
"No, man, your punk ass promised that you would text me every fucking day :/","Nah, bruh, yo punk ass said you was gon' text me every damn day :/"
"Shay was extremely drunk, calling me and laughing and everything. I was like, ""Get off my phone with that,"" and she said, ""That's my line, bitch. LOL.""","Shay was mad drunk, callin’ me, laughin’ and all that. I’m like, “Girl, get off my phone wit’ that,” and she like, “That’s my line, bitch. LOL.”"
"Wow, sometimes I can't believe how family can be. Shaking my head... This world is cold!","Man, sometimes I just can’t believe how family be actin’. Smh… This world cold fr!"
"LOL, you and them are so thirsty, LOL. But girl, I’m nervous—we’re not on good terms, and both me and that girl are stubborn! Lol","LOL, you and them stayin’ thirsty, LOL. But girl, I’m nervous—we ain’t even cool right now, and me and that girl both hardheaded! Lol"
"Yes, I’ll be good in bed, but I’ll treat you badly. Bad in the sense that I’ve never made love—no, I’ve never done that. But I definitely know how to have sex.","Yeah, I’ma be good in bed, but I’ma treat you bad. Bad like, I ain’t never made love—nah, I ain’t never did that. But I for sure know how to have sex."
"Oh, the irony—they really do have the bomb, but the problem is, it’s probably from way back in the past!","Oh, the irony—they really do got the bomb, but the problem is, it prolly from way back in the day!"
"Man, I’m trying to find money right now. I have a full tank and no money, shaking my head, lol.","Bruh, I’m out here tryna get some money right now. Got a full tank but no cash, smh lol."
"from the guy whose everyday thoughts are like this. Get your women up, lol!","from the dude who be thinkin like this every day. Go get yo women up, lol!"
"Who doesn’t know Mariah Carey’s songs? It’s the video where she was dressed like a fake Eminem, haha.","Who don’t know Mariah Carey songs? That’s the video where she dressed up like a fake Eminem, lol."
"No, I have not. I have to get a new phone, but I’m still going to have the same number.","Nah, I ain’t got one yet. I gotta get a new phone, but I’ma still have the same number."
"I stick with my own, that’s why I keep to myself—just some crazy stuff…","I stay wit my own, that’s why I keep to myself—just some wild stuff…"
"Do you need a job as a receptionist? Hours are from 9 to 6, Monday through Saturday, with Sundays off. Message me if you’re interested.","You lookin’ for a receptionist job? Hours is 9 to 6, Monday through Saturday, Sundays off. Hit me up if you interested."
"Me too, I’m so done with Penny Proud and her family.  and  lol","Me too, I’m so done wit Penny Proud and her fam.  and  lol"
"""  Claude, you’re no good! And you haven’t taught me the money dance— is it on YouTube?""","Claude, you ain’t no good! And you still ain’t taught me the money dance— it’s on YouTube?"
"""#one of my followers admitted she strongly dislikes me at times. Neither of us knows why, though. She probably does, just won't tell me.""","#one my followers said she really don’t like me sometimes. Neither of us even know why, though. She prolly do, just ain’t gon’ tell me."
What are your intentions or goals for the new year? Be sure to just do it! Happy New Year.,What you tryna do or get done this new year? Make sure you go head and do it! Happy New Year.
"Terrified when you realized it wasn’t a joke—those fake guys have something for you. But besides that, I’m on my way out to eat with the crew later. Free %Wizell.","Scared as hell when you found out it wasn’t no joke—them fake dudes really got somethin’ for you. But anyway, I’m finna head out to eat with the squad later. Free %Wizell."
"You can't punish me because you didn't want your team to practice. Boy, forget that.","You can't punish me 'cause you ain't want your team to practice. Boy, miss me with that."
"Yeah, this is really stupid and I’m not going to let anyone do anything to anyone.","Yeah, this real dumb and I ain’t bout to let nobody do nothin to nobody."
""": Allen University had better have my refund check from last semester and this semester. I want my money. LOL""",: Allen University betta have my refund check from last semester and this semester. I want my money. LOL
""": Any school is better than Allen. Everyone is way too messy! Damn, I have to be messy just because I go to Allen.""",""": Any school better than Allen. Everybody way too messy! Damn, I gotta be messy just ’cause I go to Allen."""
"You fall asleep and wake up on his chest—well, can he breathe? You don’t give him any room.","You fall asleep and wake up on his chest—like, can he even breathe? You ain’t givin’ him no space."
""": I guess I'm going to take a shower and call it a night—no, already? It's your birthday.""",": Guess I’ma hop in the shower and call it a night—wait, for real? It’s your birthday."
"My friend made a rap about me called ""Still Got Feelings for My Old Girl"" or something like that.","My friend done made a rap about me called ""Still Got Feelings for My Old Girl"" or somethin’ like that."
"I hate when guys in the club are doing all that pushing. I hit the Heisman on them, just like Reggie Bush.","I hate when dudes in the club be doin’ all that pushin’. I hit the Heisman on ’em, just like Reggie Bush."
"""Here you go. You have been eating well since yesterday! Yes, yes, *rubs stomach* lol.""","Here you go. You been eatin’ good since yesterday! Yeah, yeah, *rubs stomach* lol."
"Whoever wants to invite me over for a meal must be able to cook, haha.","Whoeva wanna invite me over for a plate betta know how to cook, lol."
"#IHaveSeenEveryEpisodeOf Hannah Montana, Zoey 101, Spongebob, Full House, Family Matters, and My Wife and Kids! lol ( :","#ISeenEveryEpisodeOf Hannah Montana, Zoey 101, Spongebob, Full House, Family Matters, and My Wife and Kids! lol ( :"
I am thankful for the difficult people in my life. They have shown me exactly who I do not want to be.,I’m thankful for the hard folks in my life. They done showed me exactly who I don’t wanna be.
"Don't just tell me what I want to hear, be honest with me!","Don’t just tell me what I wanna hear, keep it real wit me!"
"Damn, I feel bad! I will always have Jatayah’s best interests in mind!","Damn, I feel bad! I’ma always look out for Jatayah, for real!"
""": Maybe she doesn't understand that 'mimic' means to copy. Even a baby can copy! Oh, I understand now... The moral is: there are too many pretenders!""",": Maybe she don’t even know ‘mimic’ mean to copy. Even a baby can do that! Oh, I get it now… The point is: it’s just too many folks out here fakin’!"
""": It's hard to be friends with someone who is friends with a person I don't like, I really don't like that!! Yes, yes!!!""",""": It be hard bein’ cool wit somebody who friends wit somebody I don’t mess wit, I really don’t like that!! For real, for real!!!"""
"Only by a little bit, but you’re on here every day. You probably tweet during school too.","Just a lil bit, but you be on here every day. Bet you be tweetin’ at school too."
"My hard work takes the pain away, sunshine. No more rainy days, no more rainy days.","My grind take the pain away, sunshine. Ain’t no more rainy days, ain’t no more rainy days."
"I have those yellow eyes like my father, with a look on my face that says homicide.","I got them yellow eyes like my daddy, with a look on my face that say homicide."
Shout out to Boosie. Forget the police. Say a prayer for BadAzz and smoke an ounce. (In Dolph’s voice),Shoutout to Boosie. Fuck the police. Say a prayer for BadAzz and smoke a whole ounce. (In Dolph voice)
"Going through my phone, I don't have any contacts in it because I don't mess around.","Goin’ through my phone, ain’t got no contacts in it ’cause I don’t play like that."
"Some people do things they don't have to do just to be cool. Me, I have to do this because nobody has ever given me anything.","Some folks be doin’ stuff they ain’t gotta do just to look cool. Me, I gotta do this ’cause ain’t nobody ever gave me nothin’."
"Everyone is friends these days. Well, I’m not into being nice. Forget having friends.","Everybody friends nowadays. Well, I ain’t wit all that bein’ nice. Forget havin’ friends."
"If someone comes to Memphis and says they like it, they're messed up too.","If somebody come to Memphis talkin’ ‘bout they like it, they messed up too."
Would you swerve on the passenger side if someone started acting up? Would you fire the .45 so he can’t die? (In Boosie’s voice),You gon’ swerve on the passenger side if somebody start actin’ up? You gon’ bust that .45 so he can’t die? (In Boosie’s voice)
"Many women want a ring on their finger (man), but they aren’t genuine and they act tough.","A lotta women want a ring on they finger (a man), but they ain’t real and be actin’ hard."
"I swear, my girl is so attractive—her hair hangs down to her butt. I pull her hair and smack her butt when I have sex with her from behind. (In Gotti’s voice)","On everything, my girl fine as hell—her hair be hangin’ all the way down to her ass. I be pullin’ her hair and smackin’ her ass when I hit it from the back. (In Gotti’s voice)"
"I know I’ve already gone through about 200 thousand dollars, and I’m only 23.","I know I done already went through like 200 thousand dollars, and I’m only 23."
I remember when guys were wearing Reeboks and I was wearing Jordans. I'm not judging anyone for what they wore back then. I just never had a pair.,I remember when dudes was rockin’ Reeboks and I was rockin’ Jordans. I ain’t judging nobody for what they wore back then. I just never had a pair.
I used to have something to do every day back then. Now I don’t even do much.,I used to have somethin’ to do every day back then. Now I don’t even be doin’ much.
You need to work your magic for me. You know what I'm talking about.,You gotta work yo magic for me. You know what I’m talkin bout.
"Waking up in the morning is a blessing. So if you are reading this, that means you are blessed. Good morning to all.","Wakin’ up in the mornin’ is a blessin’. So if you readin’ this, that mean you blessed. Good mornin’ to everybody."
"Even though he’s a public icon, he can still say something. I’m old school too, and a man should ask a woman.","Even tho he a public figure, he can still say somethin. I’m old school too, and a man s’posed to ask a woman."
I press toward the goal for the prize of the high calling of God in Christ Jesus.,I’m pressin’ on toward the prize for that high callin’ God got for me in Christ Jesus.
"Two light-skinned women kissing in the back seat, girl, don’t stop, keep going, that relaxes me. If you want me to join in, then ask me.","Two light-skinned girls kissin’ in the backseat, girl, don’t stop, keep goin’, that’s real relaxin’ to me. If you want me to hop in, just say so."
"The inauguration was great. Barack is for everyone, not just one group, no matter the race. #nbcPolitics","The inauguration was real nice. Barack for everybody, not just one group, no matter what race you is. #nbcPolitics"
"Mind your own business. And, um-hmm, it’s all fun and games until somebody gets hurt.","Mind yo’ own business. And, mmhmm, it’s all fun an’ games till somebody get hurt."
That coach is out of line; there’s no way that kid RGIII should be playing with that leg. Shaking my head.,That coach wildin’; ain’t no way RGIII supposed to be out there on that leg. Smh.
I dislike women with unattractive smiles who are always in the camera. Go sit down somewhere!,I can't stand women wit them messed up smiles always all up in the camera. Go sit down somewhere!
"There is one person in my life I wish I could just delete, but I have to deal with this woman!","There’s one person in my life I wish I could just delete, but I gotta deal wit’ this woman!"
My mom said I’m going to be fat because I eat late. I told her I don’t eat enough to be fat. I eat two times a day!,My mama said I’ma get fat ‘cause I eat late. I told her I don’t even eat enough to get fat. I only eat twice a day!
"Of course, your name is the famous one—you were supposed to be out here like last year.","Of course, everybody know your name—you was s’posed to be out here since last year."
"My motherfucking brother is such a fucking little kid and never wants to grow the fuck up. Damn, he's 19, about to be 20. What the fuck? Damn, he's so fucking irritating. I act older than him.","My mothafuckin’ brother be actin’ like a lil’ ass kid and never wanna grow the fuck up. Damn, he 19, ’bout to be 20. What the fuck? Damn, he so fuckin’ irritatin’. I act older than him."
"SHIT, I paid all that money. Whatever you did, don’t do it again, you hear me? Because next time, your ass is going to stay. LMAO","Man, I done paid all that money. Whatever you did, don’t do that shit again, you hear me? ‘Cause next time, yo ass gon’ have to stay. LMAO"
"Don’t you just hate it when people say, “Oh, let me tell you something… Never mind, because I don’t want you to get mad.” You brought it up!","Don’t you just hate when folks be like, “Oh, let me tell you somethin’… Never mind, ’cause I don’t want you gettin’ mad.” Like, why you bring it up then!"
One World Cafe? : A cyclist was just hit by a car outside the coffee shop where I am. Baltimore is not a bike-friendly city.,One World Cafe? : Somebody on a bike just got hit by a car right outside this coffee shop I’m at. Baltimore really ain’t no bike-friendly city.
"Yes, I'm heading to the studio next week, so I'll send you something to your email. Cool?","Yeah, I’m finna hit the studio next week, so I’ma send you somethin’ to your email. That cool?"
"Too many Christians are trying to save people; if we could offer salvation, there would be no need for Christ!","Too many Christians out here tryna save folks; if we could give salvation, we wouldn’t even need Christ!"
Have you ever seen a model get down on both knees and not get up until you leave?,You ever seen a model get down on both knees and ain’t get up till you leave?
"Alfred Morris is such a humble person—he drives a Mazda that his pastor gave him, even though he has all that money.","Alfred Morris so humble—he still drivin’ that Mazda his pastor gave him, even though he got all that money."
There’s still half a season left; we’re about to be the best 7th or 8th seed you’ve ever seen.,We still got half the season left; we ’bout to be the coldest 7th or 8th seed you ever seen.
Never pray to be like someone else; you never know what obstacles they faced to achieve it. #truth,Don’t ever pray to be like somebody else; you don’t know what they went through to get there. #truth
"Okay, how long until tomorrow comes? These kids need to go back to school!","Aight, how long till tomorrow get here? These kids needa go back to school!"
""" Yeah, let me stop for real before I get caught up. Some women watch tweets like it’s their job.""","Yeah, let me chill fr before I get caught up. Some women be watchin tweets like it’s they job."
"That’s what I want to see, that or Mom! But who are you going with?!","That’s what I’m tryna see, that or Moms! But who you goin’ with?!"
"LOL, last year I made Keith skip school on National Skip Day. LOL, he almost got caught!","LOL, last year I had Keith skip school on National Skip Day. LOL, he damn near got caught!"
"If someone betrays you once, you can be sure they will do it again!","If somebody cross you once, best believe they gon’ do it again!"
"If I call you my sister, I’m going to be there for you no matter what!","If I call you my sister, I’ma be there for you no matter what!"
"I don’t take anybody’s nonsense, and if you know me, you know that! Forget these people—I haven’t changed!","I don’t deal with nobody’s mess, and if you know me, you already know that! Forget these folks—I ain’t changed!"
"I'm venting on Twitter because I'm sitting here with my mom, acting all calm! Because if I wasn't, things would be getting out of hand!","I’m on here ventin’ ’cause I’m sittin’ wit’ my mama tryna act all calm! ’Cause if I wasn’t, things woulda been got outta hand!"
Why can’t Sharee and Kyra just let things be serious and stop making me laugh so much?!,Why Sharee and Kyra can’t just let things be serious and stop makin’ me laugh so much?!
"Like, bitch, why do you keep arguing when you didn’t do something the first time you said you would?!","Like, bitch, why you steady arguing when you ain’t do it the first time you said you was gon’?!"
"""People call anyone they're around, but when something happens, the people you're around are nowhere to be found!""","People be callin’ anybody they wit, but soon as somethin’ go down, the folks you was wit be gone!"
"I mean, yes, but my mom tried to talk to them. Since they found about 20 cases of the flu at Doss, I can't go for the whole week!","I mean, yeah, but my mama tried talkin’ to them. Since they found like 20 cases of the flu at Doss, I can’t go the whole week!"
"LOL, I remember Kyra and I were getting in trouble by our moms because we were supposed to go home but stayed at Sharee’s on purpose!","LOL, I remember me and Kyra was gettin’ in trouble by our mamas ‘cause we was s’posed to go home but we stayed at Sharee’s on purpose!"
""" lol, you know how Keith is! But I swear he is bad, always getting into trouble! And hell yes, he is! Going to act just like Keith!""","lol, you know how Keith be! I swear he bad, always gettin’ in trouble! And hell yeah, he is! Gon’ act just like Keith!"
""" I don’t care, lights out and TV off! I’ll turn your night light on, but everything else has to go!""","Ion care, lights off and TV gotta go! I’ll turn yo night light on, but everything else gotta be off!"
And I’m really upset because this guy Montez (Tezzy) said he has a baby on the way!,And I’m real mad cuz this dude Montez (Tezzy) talkin’ bout he got a baby on the way!
""" I swear, he told me he was going to school! He’s always lying… Lol""","I swear, he said he was goin’ to school! He always lyin’… lol"
They really just wanted to make sure we were up for school today. Bitch ass fuck crackers!,They really just wanted to make sure we was up for school today. Bitch ass fuck crackers!
""": I have all the snacks in my room. Well, I'm about to come rob you—my hungry self wants some, lol!""",": I got all the snacks in my room. Oh, I’m finna come steal some—my hungry self want some, lol!"
I never said that being pregnant makes me think I’ll get my way! So be quiet!,I ain’t never said bein’ pregnant make me think I’ma get my way! So hush!
"lol, no, because you came to Twitter like you do with everything else! You could have said all that stuff while I was there, but okay!","lol, nah, ’cause you came on Twitter just like you do wit everything else! You coulda said all that while I was there, but aight!"
"LOL, they’re really making it seem like PRP is just that school, not realizing they can’t take blood from your school because half of them have STDs.","LMAO, they actin like PRP the only school out here, not even knowin they can’t take blood from y’all school cuz half y’all got STDs."
